name,rating,courses,fees_range,package,city
Salesian College,3.7,8,1100000 - 1400000,2.3,Siliguri
Chetanas Hazarimal Somani College of Commerce and Smt.Kusumtai Chaudhari College of Arts,3.9,10,166000 - 717000,3.6,Mumbai
Disha College,3.8,10,– / –,2.6,Raipur
Gujarat Institute of Nursing Education and Research,NULL,3,– / –,– / –,Ahmedabad
Agrawal P.G. College,3.8,22,118000 - 685000,3.3,Jaipur
Institute of Law and Research,3.6,3,1600000 - 3500000,3.3,Faridabad
Dnyansagar Institute of Management and Research- DIMR,4,5,59,4,Pune
ASET - Ahalia School of Engineering & Technology,4,7,200000 - 3100000,3.1,Kerala - Other
Avanthi P.G. College,4.6,2,60000 - 100000,4.7,Hyderabad
"School of Nursing, KJ Somaiya Medical College",NULL,1 Course,27,– / –,Mumbai
L.N Mishra College of Business Management (LNMCBM),4,3,1100000 - 2300000,3.7,Muzaffarpur
Arena Animation,4.5,16,– / –,4,Indore
Dr. Bhanuben Nanavati College of Architecture for Women,4.3,4,– / –,3.4,Pune
LCIT School of Pharmacy,NULL,2,1100000 - 2700000,– / –,BilasPur
"National Institute of Health and Family Welfare, University of Delhi",NULL,9,21000 - 1300000,13.6 LPA,Delhi
"MGM College of Engineering And Technology, Ernakulam",3.4,8,1600000 - 200000,3.4,Ernakulum
ICAR-Central Institute for Research on Cotton Technology,NULL,5,– / –,– / –,Mumbai
Krantisinh Nana Patil College of Veterinary Science,NULL,2,– / –,– / –,Satara
"St. Xaviers College, Burdwan",NULL,7,– / –,– / –,Bardhaman
Future Group of Institutions,4.4,15,1600000 - 300000,3.7,Bareilly
R.M. Dhariwal Sinhgad Management School,NULL,1 Course,200000,– / –,Pune
Sk Government Girls College,4.4,19,– / –,4.1,Sikar
N.M.S.S.V.N. College,NULL,37,50000,1.8 - 3 LPA,Madurai
Assam Engineering Institute,4.2,9,3000,3.7,Assam - Other
"College of Agriculture- Waghai, Navsari Agricultural University",4.4,2,– / –,4.3,Gujarat - Other
Uttarakhand Ayurved University,NULL,17,30000 - 3200000,– / –,Dehradun
R.R Dental College and Hospital,3.7,1 Course,66,3.6,Udaipur
"Institute of Nursing Education, Bambolim",NULL,5,19,– / –,Panaji
Bidhan Chandra Krishi Viswavidyalaya - Burdwan Campus,4.1,1 Course,– / –,3.5,West Bengal - Other
"International Institute of Fashion Technology, North Delhi",NULL,42,1200000 - 3600000,– / –,Delhi
Shree B.A. Dangar Homoeopathic Medical College,NULL,1 Course,32,– / –,Rajkot
Rehbar Ayurvedic and Unani Tibbi Medical College,5,2,54,5,Sangrur
L.R. Group of Institutes,3.4,23,638000 - 300000,3,Solan
"Sahyadri Science College,Kuvempu University",3.4,15,101000 - 72000,2.2 LPA,Shimoga
Tagore College of Nursing,NULL,1 Course,– / –,– / –,Chennai
Lokopriya Gopinath Bordoloi Regional Institute of Mental Health,NULL,6,20000 - 1500000,8.4 LPA,Tezpur
Mumbai School of Cinematic and Performing Arts,NULL,11,– / –,– / –,Mumbai
Kshatriya College of Engineering (KCEA),3.6,14,447000 - 2200000,3,Nizamabad
PES University - Hanumanth Nagar Campus,NULL,5,– / –,– / –,Bangalore
"Government Medical College, Palakkad",4.6,1 Course,992,5,Palakkad
"Florence School of Nursing, Ranchi",NULL,9,– / –,– / –,Ranchi
Inspiria Knowledge Campus,4.3,14,2900000 - 3800000,3.9,Siliguri
Patna Law College,NULL,1 Course,– / –,– / –,Patna
Osmania College,4.6,33,128000 - 836000,1.62 - 1.8 LPA,Kurnool
Bunts Sangha’s Higher Education Institutions,3.7,9,294000 - 4900000,3.1,Mumbai
"Shanmuga College of Nursing, Shanmuga Institute of Para Medical Sciences",NULL,7,– / –,– / –,Salem
Prafulla Chandra Sen Government Medical College and Hospital,NULL,1 Course,13,– / –,Hooghly
"Loyola Institute of Technology and Science (LITES, Kanyakumari)",2.8,17,35000 - 200000,1.6 LPA,Kanyakumari
Aryan International College,3.6,7,57000 - 1400000,3.6,Ajmer
Sultan-Ul-Uloom College of Law,4.4,5,70000 - 1500000,4,Hyderabad
Gemological Institute of America (GIA),NULL,13,5000 - 600000,– / –,Mumbai
A.K.K. New Law Academy and Ph.D. (Law) Research Centre,4.4,4,63000 - 875000,3.3,Pune
Indira Priyadarshini Law College,2.2,2,39000,1,Andhra Pradesh - Other
Sadhu Vaswani Institute of Management Studies for Girls (SVIMS Pune),3.9,2,22,3.6,Pune
Bherulal Patidar Government PG College,4.1,27,– / –,3.3,Indore
"Government Medical College, Dindigul",NULL,1 Course,703,– / –,Dindigul
"Department of PG Studies, Visvesvaraya Technological University, Bangalore",4.8,12,119000 - 88000,3.65 - 3.73 LPA,Bangalore
Indian Institute of Materials Management,NULL,6,389000 - 879000,– / –,Mumbai
"Srinivasarao College of Pharmacy,Visakhapatnam",4.2,7,100000 - 2100000,3,Visakhapatnam
ISBM Gurgaon - Indus School of Business Management Gurgaon,4,1 Course,38,4,Gurgaon
Delhi College of Technology and Management,2.8,10,2100000 - 2500000,2.6,Faridabad
ISTS Women's Engineering College,4.9,4,– / –,5,Andhra Pradesh - Other
Om Ayurvedic Medical College Hospital and Research Center,NULL,1 Course,25,– / –,Roorkee
"Government Polytechnic, Daman",NULL,7,36,– / –,Daman & Diu
"St. Thomas College, Pala",4.3,42,– / –,4.2,Kottayam
Aruvindo College of Nursing,NULL,9,200000 - 3200000,– / –,Bhopal
S.S. Jain Subodh Law College,3.6,2,66000 - 3600000,3.1,Jaipur
"Muslim Association College of Engineering, Venjaramoodu",4.5,9,675000 - 200000,4.3,Thiruvananthapuram
Seemanta Institute of Pharmaceutical Sciences,3.9,4,1100000 - 2600000,2,Mayurbhanj
Vidyalankar Danyanpeeth College of B.Sc. I.T.,NULL,12,– / –,– / –,Mumbai
361 Degree Minds - Annamalai University,NULL,90,999 - 2400000,– / –,Bangalore
Deccan School of Management,4,1 Course,90000,3.5,Hyderabad
"College of Agriculture, Baramati",NULL,1 Course,– / –,– / –,Baramati
Bhai Gurdas Institute of Engineering and Technology,3,21,78000 - 2400000,2.4,Sangrur
Bharat Technology,3.6,5,39,3.3,Howrah
P.M.B. Gujarati Commerce College,3.8,4,– / –,3.1,Indore
Pydah College of Engineering and Technology,2.9,13,54000 - 2600000,2.1,Visakhapatnam
Institute of Science Poona's Institute of Business Management and Research,NULL,1 Course,19,3 LPA,Pune
RJ Tibrewal Commerce College,4.2,5,– / –,1.92 - 2.04 LPA,Ahmedabad
Jhargram Raj College,4.2,21,12000 - 24000,3.5,West Bengal - Other
"Ismail National Mahila (PG) College, Meerut",4.1,14,– / –,4.3,Meerut
"School of Computer Applications, ITM University, Gwalior",4.1,3,39,3.8,Gwalior
Bengaluru City University (Formerly Known as Bengaluru Central University),NULL,1 Course,– / –,– / –,Bangalore
Dental College,NULL,6,11700000 - 27200000,– / –,Azamgarh
Udai Pratap College,3.5,22,– / –,2.5,Varanasi
GB Pant  Delhi Skill and Entrepreneurship University - Okhla: III Campus,3.9,6,518000 - 100000,3.6,Delhi
JEPPIAAR SRR Engineering college,3.1,10,50000 - 200000,2.7,Chennai
K. J. College of Pharmacy,NULL,2,25,– / –,Varanasi
FBS - Fisat Business School,4.3,1 Course,43,3.8,Kochi
"Remo International College of Aviation, Guindy",4.4,21,30000 - 2100000,5,Chennai
Zoram Medical College,NULL,1 Course,300000,– / –,Mizoram - Other
Motiwala Homoeopathy Medical College,NULL,2,2800000 - 4100000,– / –,Nashik
"Government College, Chittur",3.9,13,31000 - 94000,2.7,Palakkad
Vijay Patil School of Management,NULL,3,1400000,4.5 - 4.6 LPA,Navi Mumbai
Debasish Roy Overseas Counseling Center (DOCC),NULL,2,– / –,– / –,Kolkata
Jamia Tibbiya Deoband,NULL,2,1100000 - 11300000,– / –,Saharanpur
Panna Dai School of Nursing,NULL,1 Course,– / –,– / –,Delhi
SVR Engineering College,4,16,54000 - 1500000,3.7,Kurnool
"Dental College RIMS, Imphal",NULL,1 Course,439,– / –,Imphal
"People's College, Nanded",3.7,16,– / –,3.3,Nanded
Saraswati Dhanwantari Dental College and Hospital,4.2,8,18600000 - 20500000,1,Parbhani
Rewa College of Pharmacy,NULL,3,1200000 - 1600000,– / –,Rewa
Yashwantrao Chavan College of Arts Commerce and Science,NULL,6,30000 - 81000,– / –,Mumbai
"Praxis Business School, Bangalore",4,2,300000 - 6100000,9.8 LPA,Bangalore
M.I.M.S. College of Allied Health Sciences,NULL,4,– / –,– / –,Malappuram
"Indian Institute of Gems and Jewellery, Delhi",NULL,20,94000 - 1200000,– / –,Delhi
Shri Mata Vaishno Devi College of Nursing,NULL,1 Course,300000,– / –,Reasi
R.C. Patel Insitute of Pharmacy,4.4,2,1600000 - 4200000,4.4,Dhule
SSM Institute of Engineering and Technology,3.9,10,50000 - 200000,1.98 LPA,Dindigul
"Government College, Solan",2.9,11,– / –,2.3,Solan
Anandi Pharmacy College,NULL,2,12000 - 2800000,– / –,Kolhapur
Care College of Nursing,NULL,1 Course,– / –,– / –,Hyderabad
Gursewa College of Nursing,NULL,13,– / –,– / –,Hoshiarpur
Shri Sahajanand Arts and Commerce College,3.9,5,– / –,3,Ahmedabad
"ISAS International Beauty School, Indore",NULL,17,– / –,– / –,Indore
"Pt. Deendayal Upadhyay Memorial Health Sciences and Ayush University, Raipur",NULL,1 Course,– / –,– / –,Raipur
Ideal Institute of Pharmacy,3,2,12000 - 4200000,2,Palghar
"Anuradha College of Pharmacy, Chikhali",5,2,– / –,5,Buldana
Swatantra Senani Uttamraoji Patil College,NULL,3,55000 - 1100000,– / –,Aurangabad
Chhotubhai Gopalbhai Patel Institute of Technology,4.1,22,1400000 - 3200000,1.8 LPA,Surat
Late Bhausaheb Hiray S.S. Trust'S Institute of Computer Application,3.8,1 Course,– / –,3,Mumbai
Dr. Homi Bhabha State University,NULL,9,336000 - 6100000,– / –,Mumbai
MD College,NULL,5,– / –,– / –,Dausa
Best Dental Science College,NULL,8,125,– / –,Madurai
Adarsh College of Pharmacy,2.8,4,12000 - 3600000,1,Sangli
Kovai Medical Center Research & Educational Trust,NULL,24,23,– / –,Coimbatore
Supaul College of Engineering,3.6,5,421,3.1,Bihar - Other
Shri Hingulambika Ayurvedic Medical College,NULL,1 Course,27,– / –,Karnataka - Other
Eswar College of Engineering,3.8,14,54000 - 1400000,3.4 LPA,Guntur
Masterji Degree College,4.2,21,466000 - 716000,4,Warangal
"KIMS College of Nursing, Hyderabad",NULL,1 Course,– / –,– / –,Secunderabad
"SNS College of Physiotherapy, SNS Group of Institutions",NULL,1 Course,– / –,– / –,Coimbatore
J K C College,3.8,18,133000 - 90000,3.6,Guntur
Sri Sai R Group of Institutions,NULL,3,90000,– / –,Aligarh
Shri Vivekanand Nursing Home Trust's College of B.Pharmacy,NULL,1 Course,25,– / –,Ahmednagar
Swami Vivekanand College of Nursing,NULL,2,26,– / –,Latur
Naincy College of Nursing,NULL,3,– / –,– / –,Nainital
Govind National College,NULL,14,26000 - 1700000,– / –,Ludhiana
K.S.E.Ts College of Computer Applications,NULL,1 Course,– / –,– / –,Mumbai
North Orissa University-Directorate of Distance and Continuing Education,3.6,19,20000 - 60000,3,Orissa - Other
Dolphin (PG) College of Science and Agriculture,4.1,18,1200000 - 3100000,4.3,Sirhind
St Francis De Sales College,3.9,18,– / –,1.96 - 2.4 LPA,Nagpur
"Dr. B.R. Ambedkar Government College,Kaithal",NULL,10,211,– / –,Kaithal
Yashwant College of Nursing,NULL,2,42,– / –,Kolhapur
ILAHIA College of Engineering and Technology,3.6,21,1400000 - 900000,2.7,Kerala - Other
"College of Dental Science and Hospital, Amargadh",4.4,7,5200000 - 18700000,4,Bhavnagar
Durgabai Deshmukh College,NULL,1 Course,– / –,– / –,Delhi/NCR
Joy University,NULL,133,1200000 - 800000,– / –,Tirunelveli
Hazaribag College of Dental Sciences and Hospital,5,7,1500000 - 2700000,1.8 - 4 LPA,Hazaribagh
"College of Nursing, Jagdale Mama Hospital",NULL,3,455000 - 1300000,– / –,Solapur
"School of Medical Education, Andoor - Mahatma Gandhi University, Kottayam",NULL,1 Course,39,– / –,Kottayam
"Directorate of Distance Education, Pondicherry University",4.5,20,16000 - 1300000,2.4 LPA,Pondicherry
"College of Fisheries, Dholi",5,1 Course,16000,5,Bihar - Other
B.R. Harne Ayurvedic Medical College,NULL,1 Course,– / –,– / –,Thane
Biju Patnaik University of Technology,3,1 Course,– / –,2.6,Rourkela
"Department of Social Sciences, MGM University",NULL,10,20000 - 1200000,– / –,Aurangabad
Magadh Institute of Pharmacy,NULL,2,1600000 - 3200000,– / –,Patna
Sandip Foundation’s Sandip Polytechnic,4.6,6,18000,4.6,Nashik
"Dr. M.G.R. Fisheries College and Research Institute, Ponneri",4.2,6,48000,2.4 - 4 LPA,Thiruvarur
"Bhagwan Mahavir College of Management, Bhagwan Mahavir University",3.1,5,1600000 - 2300000,2.8,Surat
J.K.College,4.1,23,27000 - 4000,0.84 LPA,Purulia
Jain College,3.5,11,10000 - 2500000,2.7,Gwalior
ECE - Elitte College of Engineering,3.8,5,300000,3.1,Kolkata
"Shree Santkrupa College of Pharmacy, Ghogaon",1.8,5,1300000 - 3500000,2,Satara
Karpagam Nursing College,NULL,1 Course,– / –,– / –,Coimbatore
Pratibha School of Nursing,NULL,2,– / –,– / –,Navi Mumbai
"Directorate of Online Education, SRM Institute of Science and Technology, Chennai",NULL,5,76000 - 1900000,2.75 - 4.5 LPA,Chennai
"Dr. C.V. Raman University, Madhya Pradesh",NULL,33,12000 - 2800000,– / –,Khandwa
Sai Hospital and School of Nursing,NULL,4,– / –,– / –,Robertsganj
"United College of Education, United Group of Institutions, Greater Noida",4.3,5,2600000 - 5100000,3.7,Greater Noida
VES Polytechnic College,3.7,10,18000,3.3,Mumbai
Kamala Institute of Technology and Science,4.1,13,1200000 - 3600000,3 LPA,Karimnagar
"Arena Animation, South Extension-1",3.7,6,– / –,3.6,Delhi
OM V.V.I.M. College,2.5,6,– / –,1.7,Morbi
SSR College of Pharmacy,4.1,6,2800000 - 4200000,1.5 - 2 LPA,Silvassa
Maharaja Bijli Pasi Government College,3.6,21,– / –,3,Lucknow
Guru Nanak Dev Polytechnic College,4.3,7,– / –,4.1,Ludhiana
"Yenepoya Physiotherapy College, Yenepoya (Deemed to be University)",NULL,3,2500000 - 2800000,4.8 - 5 LPA,Mangalore
"Department of Aviation, VELS Institute of Science, Technology and Advanced Studies",NULL,1 Course,36,3.85 LPA,Chennai
KGF College of Dental Sciences and Hospital,NULL,1 Course,38,– / –,Kolar
Sri Kalabyraveshwara Ayurvedic Medical College and Hospital,3.9,4,2700000 - 300000,3,Bangalore
V.S. Patel College of Arts and Science,NULL,10,– / –,– / –,Navsari
S.K. Patel Institute of Management and Computer Studies,4.7,3,2300000 - 2900000,4.7,Gandhinagar
Adikavi Nannaya University - MSN Campus,4.6,8,326,4,Kakinada
Department of Microbiology,4.6,2,– / –,3,Gujarat - Other
Aryans Institute of Nursing,NULL,3,1600000 - 2400000,– / –,Rajpura
Rajiv Gandhi College of Food Technology,3.6,2,34,3,Parbhani
Guru Gobind Singh College of Dental Science and Research Centre,NULL,1 Course,187,– / –,Burhanpur
Hansraj Jivandas College of Education,NULL,1 Course,278,– / –,Mumbai
Dhanvantari D.M.L.T.College,NULL,1 Course,– / –,– / –,Nashik
Kenduguri Institute of Nursing,NULL,2,– / –,– / –,Jorhat
Vastu Kala Academy College,3.2,1 Course,– / –,2.8,Delhi
Pacific Institute of Medical Sciences,4.6,14,30800000 - 29 Cr,4.5,Udaipur
"Government Dental College and Hospital, Srinagar",NULL,10,25000 - 60000,– / –,Srinagar
Babe Ke Ayurvedic Medical College and Hospital,4.1,6,8100000 - 19500000,3.5,Moga
Chaudhary Attarsingh Yadav Memorial Education Trusts,NULL,18,1100000 - 400000,– / –,Pune
"Visakha Law College (VLC, Visakhapatnam)",NULL,4,30000,– / –,Visakhapatnam
"Sri Annamacharya Institute of Technology and Sciences,Rajampet",NULL,12,54000 - 1500000,– / –,Kadapa
Sumantai Wasnik College of Nursing,NULL,2,1100000 - 2800000,– / –,Nagpur
Sunder Deep College of Law,4.5,2,1200000 - 2300000,3.9,Ghaziabad
GRT College and School of Nursing,NULL,2,100000,– / –,Tamil Nadu - Other
Islamia College of Commerce,3.5,6,– / –,2.9,Gorakhpur
Guru Nanak Ayruvedic Medical College and Research institute,NULL,1 Course,400000,– / –,Ludhiana
"College of Fishery Science, P.V. Narsimha Rao Telangana Veterinary University",NULL,1 Course,– / –,– / –,Telangana-Other
A.K.G. Memorial Co-Operative College of Nursing,4.4,2,22,4,Kannur
Kamineni College of Nursing,NULL,6,– / –,– / –,Hyderabad
"Agricultural College, Palem - Professor Jayashankar Telangana State Agricultural University",4,2,298000 - 3900000,4,Telangana-Other
"IIMT Studies- International Institute of Management and Technical Studies, Guwahati",NULL,77,707000 - 907000,– / –,Guwahati
Udhna Citizen Commerce College and S.P.B. College of Business Administration and Smt. Diwaliben Harjibhai Gondaliya College of BCA and IT,3.7,3,– / –,3.1,Surat
Kartik Oraon College,NULL,40,– / –,– / –,Ranchi
Awadh Dental College and Hospital,NULL,8,2000000 - 3600000,– / –,Jamshedpur
Kumaraguru Institute of Agriculture,3.6,1 Course,200000,2,Erode
S P More College,NULL,7,– / –,– / –,Navi Mumbai
"Chaitanya Bharathi Institute of Technology,  Pallavolu",4,13,72000 - 1400000,4,Andhra Pradesh - Other
"College of Horticulture, Pune - Mahatma Phule Krishi Vidyapeeth",4.3,1 Course,– / –,3.5,Pune
"Prasuna College of Law, Kurnool",NULL,2,30000,– / –,Kurnool
Shankar Nursing and Paramedical Institute,NULL,2,– / –,– / –,Gorakhpur
Zakir Husain Delhi College (Evening),4,43,143000 - 213000,4 - 15.5 LPA,Delhi
Mayurakshi College of Nursing,NULL,3,300000,– / –,Jodhpur
"Cresta School of Management, Science and Arts",4.6,9,2400000 - 2900000,3 - 4 LPA,Mysore
"United Group of Institutions, Greater Noida",NULL,7,34,– / –,Greater Noida
Punjabi University  Regional Centre,4.3,7,601,3.5,Bathinda
Deccan Education Society’s Institute of Film and Television,NULL,10,15000 - 58000,– / –,Pune
P.K. Roy Memorial College,3.4,12,– / –,2.7,Dhanbad
F.M. College,4,32,– / –,3,Balasore
Institute of Library Science,NULL,1 Course,– / –,– / –,Hyderabad
"MIT University, Meghalaya",NULL,26,496000 - 12100000,– / –,Shillong
MAAC Chandigarh,4.6,21,28000 - 3800000,1.44 - 2.4 LPA,Chandigarh
"Inter National Institute of Fashion Design, Bhopal",5,9,1200000 - 3600000,5,Bhopal
P.D. Pandya Institute of Computer Application,3.8,1 Course,– / –,4,Ahmedabad
"S.E.A College of Arts, Science and Commerce",3.8,15,105000 - 1200000,3.8,Bangalore
Pratap Chandra Memorial Homoeopathic Hospital and College,NULL,1 Course,68,– / –,Kolkata
St. Xavier Catholic College of Nursing,NULL,8,– / –,– / –,Nagercoil
St. Mary's College,3.9,3,– / –,3.3,Hyderabad
College Vidya,NULL,11,17,– / –,Noida
Apollo Institute of Physiotherapy,NULL,1 Course,31,– / –,Ahmedabad
NIIT Institute,3.6,5,– / –,2,Mumbai
Sri Manakula Vinayagar Nursing College,NULL,7,– / –,– / –,Pondicherry
